question_id,predictive_entropy,lexical_similarity,semantic_entropy,num_clusters,responses,resp_log_probs,question
102,0.0,0.0,0.0,0,"['The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What modality is used to take this image?
1025,0.0,0.0,0.0,0,"['The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'CT', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'CT', 'The modality used to take this image is CT.', 'CT', 'CT Scan.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.', 'CT Scan.', 'CT scan', 'The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What modality is used to take this image?
1028,0.0,0.0,0.0,0,"['The largest organ in the picture is the Liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the Kidney.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is Liver.', 'The largest organ in the picture is Liver.', 'The largest organ in the picture is the kidney.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the Liver.', 'Kidney', 'Kidney.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is Kidney.', 'Kidney', 'The largest organ in the picture is the kidneys.', 'The largest organ in the picture is the Liver.', 'Kidney', 'The largest organ in the picture is Liver.', 'The largest organ in the picture is the kidney.', 'The largest organ in the picture is the kidney.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the largest organ in the picture?
1034,0.0,0.0,0.0,0,"['The diseases included in the picture are kidney stone.', 'The diseases included in the picture are Kidney stone.', 'The diseases included in the picture are Kidney stone.', 'The image shows the kidneys, intestines, and spine. There is a possible renal calculus (kidney stone) visible.', 'The image shows a kidney stone.', 'The diseases included in the picture are Kidney stones.', 'The image shows a kidney stone.', 'The diseases included in the picture are Kidney Stone and Renal Cell Carcinoma.', 'The image shows kidney stone.', 'The image shows a kidney stone.', 'The diseases included in the picture are Kidney Stone.', 'The diseases included in the picture are kidney stones.', 'The image shows a CT scan of the abdomen with kidney stones.', 'The image shows kidney stones.', 'The image shows a kidney stone.', 'The image shows a CT scan of the abdomen. There appears to be a kidney stone visible.', 'Kidney stones.', 'The image includes kidney stone and hydronephrosis.', 'The image shows a kidney stone.', 'Kidney stones.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What diseases are included in the picture?
1039,0.0,0.0,0.0,0,"['The organ on the left side of the image is the kidney.', 'The organ on the left side of this image is the Kidney.', 'The organ on the left side of the image is the Kidney.', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of the image is the kidney.', 'Kidney.', 'The organ on the left side of this image is Kidney.', 'Kidney.', 'Kidney', 'The organ on the left side of the image is Kidney.', 'The organ on the left side of this image is the kidney.', 'Kidney.', 'Kidney', 'Kidney', 'Kidney', 'The organ on the left side of this image is Kidney.', 'The organ on the left side of this image is Kidney.', 'The organ on the left side of this image is Kidney.', 'Kidney', 'The organ on the left side of this image is kidney.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the organ on the left side of this image?
104,0.0,0.0,0.0,0,"['The main organ in the image is the lung.', 'The main organ in the image is Lung and Heart.', 'The main organ in the image is Lungs and Heart.', 'The main organ in the image is the lung.', 'The main organ in the image is Lung and Heart.', 'The main organ in the image is Lung and Heart.', 'Heart and Lung.', 'The main organ in the image is Lung.', 'Heart.', 'The main organ in the image is Lung.', 'Heart and Lungs', 'The main organ in the image is Heart and Lung.', 'The main organ in the image is lung.', 'Heart.', 'Heart and Lung.', 'The main organ in the image is Lung and Heart.', 'The main organ in the image is lung and heart.', 'Heart and Lung', 'The main organ in the image is lungs.', 'The main organ in the image is Lung and Heart.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the main organ in the image?
1040,0.0,0.0,0.0,0,"['The organ on the top of the body in this image is Colon.', 'The organ on the top of the body in this image is the intestines.', 'The organ on the top of the body in this image is stomach and liver.', 'The organ on the top of the body in this image is the stomach.', 'Kidney.', 'The organ on the top of the body in this image is Colon.', 'The organ on the top of the body in this image is the colon.', 'The organ on the top of the body in this image is the Stomach.', 'Kidney and Intestine.', 'The organ on the top of the body in this image is the colon.', 'The organ on the top of the body in this image is intestines.', 'The organ on the top of the body in this image is the stomach.', 'Kidney.', 'Kidney', 'The organ on the top of the body in this image is intestine.', 'The organ on the top of the body in this image is Intestine.', 'Kidney.', 'The organ on the top of the body in this image is the stomach.', 'The organ on the top of the body in this image is Stomach.', 'The organ on the top of the body in this image is the transverse colon.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the organ on the top of the body in this image?
1041,0.0,0.0,0.0,0,"['The scanning plane of this image is Axial.', 'The scanning plane of this image is axial.', 'The scanning plane of this image is axial.', 'Transverse', 'The scanning plane of this image is axial.', 'Transverse/Axial', 'The scanning plane of this image is axial.', 'The scanning plane of this image is Axial.', 'The scanning plane of this image is axial.', 'Transverse.', 'The scanning plane of this image is axial.', 'The scanning plane of this image is axial.', 'The scanning plane of this image is Axial.', 'Transverse', 'Transverse', 'axial', 'axial', 'Transverse.', 'Transverse.', 'The scanning plane of this image is axial.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the scanning plane of this image?
1042,0.0,0.0,0.0,0,"['The kidney in the picture has a bean shape.', 'The shape of the kidney in the picture is bean-shaped.', 'The shape of the kidney in the picture is bean-shaped.', 'The shape of the kidney in the picture is Bean-shaped.', 'The shape of the kidney in the picture is kidney-shaped.', 'The kidney in the picture is bean-shaped.', 'The shape of the kidney in the picture is bean-shaped.', 'The shape of the kidney in the picture is bean-shaped.', 'The kidneys in the picture have a bean-shaped appearance.', 'The shape of the kidney in the picture is bean-shaped.', 'The kidney in the picture is bean-shaped.', 'The shape of the kidney in the picture is horseshoe.', 'The shape of the kidney in the picture is bean-shaped.', 'The shape of the kidney in the picture is bean-shaped.', 'The kidney in the picture has a bean shape.', 'The shape of the kidney in the picture is crescent-shaped.', 'The kidneys in the picture are bean-shaped.', 'The kidneys in the picture are bean-shaped.', 'The kidney in the picture has a bean shape.', 'The kidney in the picture is bean-shaped.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the shape of the kidney in the picture?
1043,0.0,0.0,0.0,0,"['CT scan', 'The modality used to take this image is CT.', 'CT', 'CT', 'CT scan', 'CT scan', 'The modality used to take this image is CT.', 'CT scan.', 'CT', 'CT', 'CT', 'CT', 'The modality used to take this image is CT.', 'CT', 'CT scan.', 'CT scan.', 'CT scan.', 'CT scan.', 'The modality used to take this image is CT.', 'CT scan.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What modality is used to take this image?
105,0.0,0.0,0.0,0,"['The largest organ in the picture is the heart.', 'Heart', 'Heart', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the Heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the heart.', 'Heart', 'The largest organ in the picture is the Heart.', 'The largest organ in the picture is the heart.', 'The largest organ in the picture is the Heart.', 'Heart', 'The largest organ in the picture is the heart.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the largest organ in the picture?
1051,0.0,0.0,0.0,0,"['The organ on the left side of this image is kidney.', 'Kidney', 'The organ on the left side of this image is Kidney.', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of this image is the Kidney.', 'The organ on the left side of this image is the left kidney.', 'The organ on the left side of this image is Kidney.', 'Kidney.', 'Kidney', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of the image is the kidney.', 'The organ on the left side of the image is the Kidney.', 'The organ on the left side of this image is Kidney.', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of the image is Kidney.', 'The organ on the left side of this image is Kidney.', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of this image is the kidney.', 'The organ on the left side of this image is the left kidney.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the organ on the left side of this image?
1052,0.0,0.0,0.0,0,"['Transverse.', 'The scanning plane of this image is Axial.', 'axial', 'Transverse.', 'The scanning plane of this image is Axial.', 'Transverse.', 'axial', 'The scanning plane of this image is axial.', 'The scanning plane of this image is Axial.', 'Transverse.', 'Transverse.', 'axial', 'axial', 'Axial', 'axial', 'Transverse', 'axial', 'axial', 'Transverse', 'Transverse']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the scanning plane of this image?
1053,0.0,0.0,0.0,0,"['The kidneys in the picture appear to be bean-shaped.', 'The kidneys in the picture are bean-shaped.', 'The shape of the kidney in the picture is oval.', 'The shape of the kidney in the picture is oval.', 'The shape of the kidney in the picture is oval.', 'Oval.', 'The kidneys in the picture appear to be bean-shaped.', 'The kidney in the picture is bean-shaped.', 'The kidneys in the picture have a bean-like shape.', 'The shape of the kidney in the picture is oval.', 'The kidney in the picture is Oval.', 'The shape of the kidney in the picture is oval.', 'The kidney in the picture has a bean shape.', 'The kidneys in the picture appear to be bean-shaped.', 'The shape of the kidney in the picture is oval.', 'The shape of the kidney in the picture is Oval.', 'The shape of the kidney in the picture is oval.', 'The kidney in the picture has a bean shape.', 'The shape of the kidney in the picture is ovoid.', 'The kidneys in the picture have a bean shape.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the shape of the kidney in the picture?
1054,0.0,0.0,0.0,0,"['CT Scan', 'CT', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.', 'CT', 'The modality used to take this image is CT.', 'CT', 'CT', 'CT scan', 'CT', 'CT', 'CT', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT scan', 'The modality used to take this image is CT.', 'CT']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What modality is used to take this image?
1062,0.0,0.0,0.0,0,"['The scanning plane of this image is Axial.', 'The scanning plane of this image is axial.', 'axial', 'axial', 'The scanning plane of this image is Axial.', 'axial', 'axial', 'Transverse.', 'Axial', 'Transverse.', 'The scanning plane of this image is axial.', 'axial', 'axial', 'axial', 'axial', 'Axial', 'axial', 'axial', 'axial', 'Transverse.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the scanning plane of this image?
1063,0.0,0.0,0.0,0,"['The kidneys in the image appear oval or bean-shaped.', 'The shape of the kidney in the picture is oval.', 'The kidneys in the image appear to be bean-shaped.', 'oval', 'The kidneys in the image have an oval or bean-like shape.', 'The kidneys in the image appear to be oval or bean-shaped.', 'Oval.', 'The kidneys in the picture have an oval shape.', 'The kidneys in the picture appear to be oval-shaped.', 'The kidneys in the picture appear to be oval-shaped.', 'The shape of the kidney in the picture is Oval.', 'The kidneys in the picture have an oval shape.', 'The kidneys in the image are oval-shaped.', 'Oval.', 'The kidneys in the image have an oval or bean-like shape.', 'The kidneys in the picture have an oval shape.', 'The shape of the kidney in the picture is oval.', 'The kidneys in the picture are bean-shaped.', 'The shape of the kidney in the picture is oval.', 'The kidneys in the picture appear to be oval or bean-shaped.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the shape of the kidney in the picture?
1064,0.0,0.0,0.0,0,"['CT', 'CT', 'CT', 'The modality used to take this image is CT.', 'The modality used to take this image is CT.', 'CT', 'CT', 'The modality used to take this image is CT.', 'CT', 'CT', 'The modality used to take this image is CT.', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'CT', 'The modality used to take this image is CT.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What modality is used to take this image?
1067,0.0,0.0,0.0,0,"['The largest organ in the picture is the Liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the Liver.', 'The largest organ in the picture is the Liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the Liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.', 'The largest organ in the picture is the liver.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the largest organ in the picture?
1073,0.0,0.0,0.0,0,"['The image shows a large mass in the liver, likely representing a tumor. There may also be ascites (fluid accumulation) around the liver. Therefore, the diseases included in the picture are liver tumor and possibly ascites.', 'The image shows a liver lesion, likely a tumor, in the right lobe of the liver.', 'The image shows a large mass in the liver. This is likely liver cancer or a large metastasis to the liver.', 'The diseases included in the picture are Liver cancer, Lung cancer, and Spinal cord injury.', 'The image shows a large mass in the liver, which is likely a tumor. The tumor appears to be heterogeneous, with areas of necrosis or hemorrhage. There may also be some ascites (fluid in the abdominal cavity).', 'The image shows a CT scan of the abdomen with a large mass in the liver. The mass appears heterogeneous, suggesting it could be a tumor such as hepatocellular carcinoma (HCC) or metastasis. Further imaging and clinical information would be needed to confirm the diagnosis.', 'The diseases included in the picture are Hepatocellular carcinoma and Liver cirrhosis.', 'Based on the image, it appears to show a large mass in the liver. Therefore, the diseases included in the picture might be:', 'The diseases included in the picture are Liver metastases.', 'The image shows a disease in the Liver.', 'The image shows a CT scan of the abdomen. Based on the image, there appears to be a large mass in the liver. This could indicate a tumor, either benign or malignant. Further evaluation and diagnostics would be needed to determine the specific nature of the mass.', 'The image shows a disease of the liver, and the organ in the image is the Liver, not the lung and spinal cord.', 'The image includes Liver cancer.', 'The diseases included in the picture are Liver cancer.', 'The image shows a CT scan of the abdomen. There appears to be a large mass in the liver, which could indicate liver cancer or another type of tumor.', 'The image shows a disease in the liver.', 'The image includes a liver mass, which is likely a tumor. It may also include splenomegaly, or enlargement of the spleen.', 'The image shows a disease in the liver.', 'The image shows a large mass in the liver, which could indicate liver cancer or other liver disease.', 'Based on the image, the diseases included in the picture are:']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What diseases are included in the picture?
1078,0.0,0.0,0.0,0,"['The rightmost organ in this image is the spleen.', 'The rightmost organ in this image is the spleen.', 'The rightmost organ in the image is the spleen.', 'The rightmost organ in this image is the spleen.', 'The rightmost organ in this image is the spleen.', 'The rightmost organ in this image is the spleen.', 'Spleen', 'Spleen', 'The rightmost organ in this image is the spleen.', 'The rightmost organ in the image is the spleen.', 'The rightmost organ in the image is the spleen.', 'The rightmost organ in this image is the spleen.', 'Spleen', 'The rightmost organ in this image is the spleen.', 'The rightmost organ in this image is the spleen.', 'Spleen', 'The rightmost organ in this image is the spleen.', 'Spleen', 'The rightmost organ in this image is the spleen.', 'The rightmost organ in this image is the spleen.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the rightmost organ in this image?
1079,0.0,0.0,0.0,0,"['The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is Liver.', 'The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is Liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the Liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the liver.', 'The organ on the left side of this image is the liver.', 'Liver', 'The organ on the left side of the image is the liver.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the organ on the left side of this image?
1080,0.0,0.0,0.0,0,"['Liver', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is Liver.', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is Liver.', 'The organ on the top of the body in this image is Liver.', 'The organ on the top of the body in this image is the Liver.', 'The organ on the top of the body in this image is the Liver.', 'Liver.', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is the liver.', 'Liver', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is Liver.', 'The organ on the top of the body in this image is the liver.', 'Liver', 'The organ on the top of the body in this image is the liver.', 'The organ on the top of the body in this image is the liver.']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the organ on the top of the body in this image?
1081,0.0,0.0,0.0,0,"['The scanning plane of this image is axial.', 'axial', 'axial', 'Transverse', 'axial', 'Transverse.', 'Transverse.', 'The scanning plane of this image is axial.', 'Axial', 'The scanning plane of this image is axial.', 'axial', 'axial', 'Transverse', 'axial', 'axial', 'axial', 'Transverse.', 'axial', 'axial', 'axial']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",What is the scanning plane of this image?
